Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
3620,4,1,1978,2.228191872759950,0,5,738643.2007694530
1466,4,3,1954,3.4982053766556700,2,1,343678.93524860200
3932,3,2,1970,4.94975989125124,2,5,865263.3836358160
1188,5,3,2020,1.5157747572760700,2,3,342365.20713846400
4743,4,2,2016,2.254548858309860,1,4,1037911.6519852500
4201,3,1,1996,2.660213197895390,0,8,876992.62965777
841,5,3,1984,1.1210696915902300,2,7,238047.5927999940
2224,4,3,2017,0.8646737470927560,0,5,518166.38138878100
4922,4,1,2018,4.23375289844731,2,2,1108236.8362913700
2292,1,3,1950,4.895574677724140,2,6,483905.9983899620
2259,1,2,2017,2.321262787233460,0,6,509733.85039648000
3712,5,2,1961,0.8944242628759400,0,10,747938.7115439640
1489,4,2,2009,0.7961529231075940,0,10,347769.0613211000
2762,2,2,1976,4.5109319286213400,1,6,619407.6279156840
2982,1,1,2005,2.5871641237745600,2,9,646118.3979191780
1451,5,3,1972,1.9401229245307600,1,8,338786.44407016800
1222,4,2,1974,2.644075720577300,0,8,291123.86737050400
3889,4,1,1970,1.932368426115560,2,1,796470.173239297
2579,2,3,2010,2.70066098888429,1,5,603812.5887922470
3217,5,3,2012,4.368003786130720,2,7,779867.2165969980
2832,4,1,2001,3.1653561697794300,1,6,656065.8419892450
3876,1,1,1974,3.6259419776457900,0,5,793323.8127937270
2000,2,2,2004,2.1410180430545100,1,8,448879.5107617520
785,5,3,1995,3.8232764532973300,2,3,262707.27893308200
3995,2,3,1981,3.4997768819571800,2,6,872258.3925462880
2565,1,1,2004,1.038028989884250,2,5,530476.1232749790
1268,5,3,1954,3.0768928390201300,2,8,321199.3469094540
3557,2,2,1985,1.655345733393910,0,4,730405.6620242160
4789,3,3,1998,4.118430513351170,1,8,1033816.8247013500
2661,1,1,2007,2.4167196881012300,0,10,564747.6546436540
3793,1,1,1988,4.976078743384190,0,2,804450.0990071340
1446,1,2,2010,0.916251970725337,0,9,316282.80679770300
3835,3,2,1958,4.011565382330710,2,9,806269.4033782160
4650,3,3,1955,3.531657800939700,2,10,988234.6180212420
1981,4,3,1984,3.9537447376581700,2,10,489595.41246134200
2401,2,1,1988,1.8838840797070500,1,6,504682.30124801800
3951,4,2,1971,2.714245202220800,2,4,851472.5994111880
4564,2,2,1990,4.0842883387566900,1,4,991703.3944221090
554,3,2,1954,1.5464359922938500,2,6,120795.5523667110
2323,3,3,1991,1.5171493855489300,2,5,511645.2377877410
3962,4,2,2016,2.979729289827200,0,6,868356.2431862870
3579,5,1,1979,2.856036107884350,0,7,765780.0440479130
1332,4,1,2006,1.7701811168582000,0,7,317780.5942863930
4908,2,3,2022,1.8413404273617000,1,9,1058290.6809403500
3306,4,3,1978,1.7503032344295400,1,8,708003.0797050630
2990,1,2,1986,3.9718042789931900,2,6,663456.3939054120
827,2,3,1962,3.4335538950310700,1,6,198773.47571275900
3810,2,1,1981,4.245877325346140,2,5,821117.7482116630
3800,5,2,1995,4.8896286274131000,1,1,888184.3038431650
4175,3,1,1972,2.633739333223940,1,9,869924.3421379090
3554,2,2,1994,0.8001224663245200,1,9,734201.4615779820
2643,3,3,1966,0.7164153968541590,0,9,530326.7865334610
1811,4,2,2015,1.8304926767222900,1,8,436325.0761836850
3691,1,2,1955,4.696450652086030,0,10,758140.6272517710
3038,5,1,1967,2.854458747368940,0,3,647006.812552705
4483,3,1,1971,1.7230393223605800,1,1,921002.2482228520
664,2,2,1982,2.296250575299590,2,8,170024.87591657100
4777,3,3,1979,3.1936779833210200,2,7,1009807.4390560000
1322,2,3,1981,3.43827346162029,2,5,345655.79485490200
1443,3,1,1991,1.1926377940230700,1,10,320689.21882179800
4925,2,3,1959,4.896642544453290,2,7,1034380.2041616700
1274,4,1,1985,2.95147502142255,0,10,304653.63604893
2698,2,3,1983,1.1105974300652600,2,4,571367.8252792630
3656,2,2,2022,4.521358640057600,1,9,856066.3005338380
4742,1,1,1977,0.8358729398574300,2,10,931856.9695152730
4195,2,1,1960,4.584809449298810,0,2,882532.5489330420
3952,1,2,1988,4.984545453300420,1,9,875163.0460692300
1414,5,1,1996,3.6519430962042700,2,9,372292.60339231800
1808,1,3,1968,3.967012494832950,1,5,402330.051233892
4677,4,3,1964,2.017862764103690,1,1,965304.8489878180
1013,1,1,1977,4.737095837302700,1,7,248621.82614873700
2420,5,3,1973,2.8837128474876500,2,10,560889.7929688860
4094,4,1,2021,3.795748009689000,1,10,933332.7201261590
1909,3,2,1958,4.658484721600760,2,4,453579.1055342160
3690,3,1,1996,4.888309891889790,0,9,814843.6877321300
4991,1,2,1982,4.249419604685030,2,6,1037268.0434280200
2055,1,3,2011,1.8635787814191400,0,3,460741.2339285250
1304,5,2,1968,4.849463824484370,2,6,357477.33266695200
1779,5,3,2016,3.326537890596070,1,10,480192.24523579200
4077,2,1,1989,4.687891143583820,2,6,886451.6346786670
3401,5,3,1996,3.5424726161645800,1,5,786584.6102391080
1887,2,1,2014,1.8825753283147400,0,2,439793.07800824400
3261,4,1,1978,2.165110358642670,2,10,701493.9970692650
3179,1,2,1999,2.977122996963230,1,10,683723.1607044180
2606,4,2,1962,4.055066787019470,0,2,572024.023634332
4723,5,2,1950,1.9309214810315100,0,7,964865.2986386950
3268,4,2,1983,3.1087902476038600,2,2,742599.2533323640
